age,job,marital,education,balance,housing,loan,day,month
48,services,married,secondary,2597,yes,no,6,may
47,blue-collar,married,primary,550,yes,no,7,may
55,retired,married,tertiary,357,yes,no,30,apr
58,entrepreneur,married,primary,1153,yes,yes,12,may
74,retired,married,tertiary,4912,no,no,21,oct
30,technician,single,secondary,194,no,yes,27,aug
40,management,married,tertiary,0,no,no,28,jul
50,blue-collar,married,primary,565,yes,yes,28,aug
36,management,divorced,tertiary,649,no,no,16,jul
26,admin.,divorced,secondary,-45,yes,no,4,jun
30,admin.,married,secondary,1310,no,no,27,oct
34,blue-collar,married,secondary,2308,yes,no,7,may
53,unemployed,single,secondary,4,no,no,30,jul
42,blue-collar,married,secondary,1297,yes,no,3,apr
33,management,married,tertiary,1808,yes,no,4,jun
35,unemployed,married,secondary,2080,yes,no,14,apr
33,services,married,secondary,5034,yes,no,8,may
41,admin.,divorced,secondary,322,yes,no,6,may
40,blue-collar,married,secondary,679,yes,no,17,apr
32,management,single,tertiary,1742,no,no,5,jun
54,management,married,tertiary,154,no,no,9,may
31,unemployed,single,tertiary,140,yes,no,7,may
35,services,married,secondary,377,no,yes,31,jul
47,services,single,secondary,3644,no,no,9,jun
48,blue-collar,married,primary,-50,yes,no,14,may
50,management,married,tertiary,453,no,yes,4,jul
33,blue-collar,single,secondary,45,no,no,20,jun
40,blue-collar,married,primary,46,yes,no,6,may
60,retired,married,secondary,2060,no,no,29,jun
68,retired,married,secondary,1316,no,no,4,mar
54,blue-collar,married,unknown,-361,yes,no,26,may
30,management,single,tertiary,349,no,no,12,aug
42,blue-collar,single,primary,-68,yes,yes,26,may
57,retired,married,unknown,-157,no,no,28,aug
28,management,single,tertiary,320,yes,no,30,apr
55,management,married,tertiary,86,no,no,16,jun
42,blue-collar,married,secondary,681,yes,no,18,nov
49,housemaid,married,primary,0,yes,no,25,jul
41,management,divorced,tertiary,4567,yes,yes,16,jul
31,technician,single,secondary,40,no,no,7,aug
33,blue-collar,single,secondary,706,yes,no,7,apr
55,admin.,married,secondary,420,yes,no,30,may
34,technician,single,tertiary,0,yes,no,17,apr
38,entrepreneur,married,secondary,65,no,no,5,feb
46,blue-collar,married,secondary,-27,yes,no,11,may
49,services,single,primary,114,yes,no,7,may
44,technician,single,tertiary,678,no,no,3,feb
57,technician,divorced,secondary,3105,yes,no,14,may
44,housemaid,married,secondary,281,yes,no,8,may
42,self-employed,married,tertiary,1932,yes,no,16,may
37,management,divorced,tertiary,481,yes,no,19,aug
42,blue-collar,single,primary,156,yes,no,15,may
33,blue-collar,married,secondary,0,yes,yes,31,jul
31,blue-collar,married,secondary,557,yes,yes,27,may
34,admin.,married,secondary,1467,yes,no,17,apr
26,blue-collar,single,secondary,428,no,yes,7,jul
42,technician,married,secondary,994,yes,no,25,may
41,technician,single,secondary,769,no,yes,20,nov
35,technician,married,tertiary,108,yes,no,31,jul
26,student,single,unknown,19,no,no,30,apr
42,management,married,tertiary,199,yes,no,9,jul
36,blue-collar,married,primary,448,yes,no,5,may
60,admin.,single,secondary,473,no,no,5,feb
51,entrepreneur,married,primary,726,yes,yes,15,apr
32,management,single,tertiary,0,no,no,22,aug
46,blue-collar,married,secondary,536,yes,no,15,may
31,blue-collar,single,secondary,2194,no,no,13,may
42,housemaid,divorced,secondary,1406,yes,no,22,jul
45,technician,married,secondary,44,yes,no,5,may
31,management,divorced,tertiary,-6,no,yes,22,aug
41,technician,divorced,secondary,1631,yes,no,12,aug
28,blue-collar,single,secondary,4054,yes,no,11,may
41,technician,divorced,secondary,75,no,no,20,aug
36,student,single,unknown,172,no,no,12,jun
41,blue-collar,married,secondary,356,yes,no,14,may
40,blue-collar,married,secondary,1508,no,no,3,nov
40,services,divorced,secondary,49,no,yes,18,jul
58,blue-collar,married,secondary,544,no,no,17,jun
32,management,married,tertiary,-383,yes,no,27,may
30,technician,married,tertiary,606,yes,no,30,apr
43,management,divorced,tertiary,-410,no,yes,9,jul
33,technician,single,tertiary,469,no,no,26,aug
30,management,single,tertiary,2,no,no,23,mar
37,services,divorced,secondary,241,yes,no,14,may
40,technician,divorced,secondary,0,no,no,29,aug
39,services,single,secondary,322,yes,no,11,may
39,management,divorced,tertiary,2193,yes,yes,2,jun
26,entrepreneur,married,tertiary,144,no,yes,25,jul
35,services,married,secondary,0,yes,no,24,jul
59,management,married,unknown,3428,yes,yes,19,nov
31,entrepreneur,married,secondary,10,yes,yes,29,jan
36,management,single,tertiary,1841,yes,no,25,aug
26,technician,single,secondary,84,yes,no,29,jul
36,housemaid,married,primary,622,no,no,20,jun
59,technician,married,primary,309,no,yes,29,jul
42,services,married,secondary,154,yes,no,14,may
35,blue-collar,married,secondary,1949,yes,no,2,jun
59,blue-collar,married,secondary,2605,no,no,30,jan
44,technician,married,secondary,5163,no,no,11,aug
34,management,married,tertiary,557,yes,no,16,jul
36,technician,divorced,tertiary,119,no,no,23,jul
43,management,married,tertiary,0,yes,no,5,feb
45,unknown,married,unknown,356,no,no,11,aug
29,technician,single,secondary,1395,yes,no,26,may
29,services,single,secondary,20,yes,no,15,may
40,technician,married,tertiary,84,no,no,28,aug
31,blue-collar,single,secondary,609,yes,no,14,apr
29,technician,single,secondary,1856,yes,yes,18,may
37,services,single,secondary,608,no,no,14,may
35,admin.,single,secondary,0,no,yes,7,jul
35,entrepreneur,married,tertiary,1859,yes,no,14,jul
39,services,divorced,secondary,282,yes,no,17,jul
28,student,single,secondary,154,yes,no,20,may
31,services,single,secondary,222,yes,no,13,may
34,housemaid,married,tertiary,897,no,no,12,aug
31,entrepreneur,single,secondary,131,yes,no,21,jul
51,blue-collar,married,primary,0,no,no,8,may
53,management,married,tertiary,37,no,no,28,aug
34,admin.,single,secondary,1704,yes,no,15,may
42,technician,married,secondary,314,no,no,27,aug
33,technician,married,secondary,399,yes,no,7,may
29,self-employed,single,tertiary,300,no,no,3,feb
25,services,single,secondary,382,yes,no,13,may
42,services,married,secondary,1301,yes,no,21,jul
46,unemployed,divorced,secondary,0,no,no,30,jul
52,technician,married,secondary,930,yes,no,2,jun
60,management,divorced,primary,21,no,yes,14,jul
25,services,single,secondary,111,no,yes,7,jul
55,technician,single,secondary,1199,no,yes,4,may
37,unemployed,divorced,tertiary,1085,no,no,25,aug
49,blue-collar,married,primary,230,no,yes,30,jun
42,entrepreneur,married,primary,558,yes,no,6,may
32,technician,single,tertiary,127,yes,no,27,aug
43,technician,married,primary,4844,yes,no,19,nov
26,student,single,unknown,826,no,no,29,jan
41,technician,single,secondary,30,no,no,23,may
30,management,single,tertiary,2708,no,no,19,nov
42,services,married,secondary,108,yes,yes,13,may
34,blue-collar,married,secondary,577,no,no,14,may
20,student,single,tertiary,2764,yes,no,29,may
45,unknown,married,unknown,2834,no,no,4,aug
58,retired,married,secondary,-324,yes,no,7,may
51,management,married,tertiary,4,yes,no,21,nov
55,management,married,unknown,559,no,no,28,jan
31,technician,single,secondary,271,yes,no,5,may
42,housemaid,single,primary,5774,yes,no,15,may
48,blue-collar,married,primary,816,yes,no,31,jul
62,retired,married,secondary,3,no,no,4,aug
40,admin.,divorced,secondary,274,yes,yes,25,jul
37,management,married,tertiary,11265,no,no,18,jun
39,housemaid,divorced,secondary,70,no,no,4,jun
34,blue-collar,married,secondary,405,yes,no,21,may
52,technician,married,secondary,22755,yes,no,29,may
35,admin.,married,secondary,557,yes,no,17,jun
56,admin.,married,secondary,1554,yes,yes,6,feb
37,blue-collar,married,primary,89,no,yes,8,jul
35,blue-collar,married,secondary,444,yes,no,15,apr
31,student,single,tertiary,4951,no,no,28,jun
42,admin.,single,secondary,30,yes,no,4,feb
27,services,married,secondary,1,no,no,29,jan
33,technician,single,secondary,0,no,no,3,jul
31,management,single,tertiary,0,yes,no,30,apr
53,blue-collar,married,secondary,1093,yes,yes,16,jun
56,technician,divorced,secondary,1561,no,no,13,aug
80,retired,married,primary,1861,no,no,14,apr
63,housemaid,married,primary,333,no,no,1,oct
37,entrepreneur,married,tertiary,342,yes,no,6,jun
43,admin.,married,secondary,388,yes,no,19,nov
62,retired,married,primary,1515,yes,no,19,oct
25,admin.,single,secondary,654,no,no,8,apr
51,services,married,secondary,-467,no,no,9,jun
39,blue-collar,married,primary,398,yes,no,12,may
47,technician,married,secondary,0,no,no,11,nov
39,blue-collar,married,primary,12848,yes,no,5,jun
32,technician,single,secondary,5205,no,no,20,nov
30,management,married,tertiary,-181,yes,no,19,nov
34,management,married,tertiary,250,no,no,9,dec
41,admin.,divorced,secondary,110,yes,yes,5,feb
44,management,married,tertiary,445,no,yes,6,feb
43,management,married,tertiary,175,yes,no,17,apr
30,technician,single,secondary,458,no,no,20,nov
46,management,married,secondary,5127,no,no,6,aug
36,blue-collar,married,secondary,928,no,no,17,apr
56,admin.,married,secondary,105,no,no,15,jul
44,self-employed,single,tertiary,18558,yes,no,20,nov
37,technician,single,secondary,375,no,no,9,jun
36,management,divorced,tertiary,133,yes,no,9,may
24,management,married,secondary,2278,yes,no,27,may
49,technician,single,unknown,443,no,no,20,jun
69,services,married,unknown,23592,no,no,3,jul
47,housemaid,divorced,primary,61,no,no,29,jul
29,services,single,secondary,192,no,no,30,jan
31,technician,single,secondary,628,yes,no,12,may
42,management,married,secondary,372,yes,no,31,jul
30,management,single,tertiary,222,no,yes,4,feb
26,admin.,married,secondary,2469,no,no,16,jul
37,unemployed,married,secondary,459,no,no,20,nov
28,blue-collar,married,primary,254,yes,no,20,apr
36,management,divorced,tertiary,563,no,no,20,jun
46,blue-collar,married,primary,-29,yes,no,12,may
58,blue-collar,married,primary,494,no,no,14,aug
46,blue-collar,married,secondary,781,no,no,13,may
47,management,married,primary,2793,yes,no,25,jul
50,services,married,secondary,1134,no,no,18,jun
47,technician,married,tertiary,4568,no,no,9,jun
26,student,single,secondary,0,yes,no,5,may
42,technician,married,tertiary,1189,no,no,5,jun
34,technician,single,secondary,692,yes,no,20,may
46,management,married,tertiary,716,yes,yes,8,may
51,admin.,divorced,secondary,520,no,yes,10,jul
52,unemployed,married,tertiary,2133,no,yes,18,jul
38,technician,single,secondary,0,no,no,22,aug
44,management,married,tertiary,70,no,no,20,aug
52,admin.,single,unknown,872,yes,no,18,may
32,management,married,tertiary,2458,yes,no,4,may
35,self-employed,single,tertiary,-30,no,no,4,feb
36,blue-collar,married,primary,409,yes,no,11,jun
37,self-employed,divorced,tertiary,60,no,yes,4,jul
26,management,divorced,tertiary,667,no,no,19,jun
32,admin.,single,secondary,620,no,no,17,apr
46,admin.,divorced,secondary,-60,no,no,17,nov
50,entrepreneur,married,primary,237,yes,yes,30,may
43,management,married,secondary,373,yes,no,28,may
55,unemployed,married,primary,1221,no,yes,8,jul
35,blue-collar,married,secondary,0,yes,yes,8,apr
45,technician,married,secondary,999,yes,no,16,may
48,technician,married,unknown,67,yes,no,14,may
31,technician,married,secondary,-463,yes,no,28,may
46,blue-collar,married,primary,7934,yes,no,19,may
50,entrepreneur,divorced,tertiary,816,no,no,19,nov
53,technician,married,tertiary,2557,no,no,29,jul
36,entrepreneur,married,secondary,546,no,no,9,feb
50,entrepreneur,married,secondary,78,no,no,4,jun
40,management,married,tertiary,24450,no,no,25,aug
39,admin.,divorced,secondary,765,no,no,9,jun
38,management,single,tertiary,91,yes,no,19,may
32,technician,single,tertiary,703,yes,no,3,feb
31,technician,married,secondary,589,yes,yes,21,may
41,admin.,married,secondary,0,no,no,20,jun
41,self-employed,single,tertiary,1755,no,no,11,jun
58,retired,married,primary,269,yes,no,16,may
36,technician,married,secondary,432,yes,no,11,may
54,self-employed,divorced,primary,4382,yes,no,18,may
32,services,married,secondary,109,yes,no,2,jun
54,retired,divorced,primary,52,no,no,19,jun
46,blue-collar,married,secondary,922,no,yes,14,jul
31,blue-collar,married,secondary,1779,yes,no,5,jun
34,technician,divorced,secondary,8,yes,no,6,may
46,blue-collar,married,primary,-271,yes,no,25,jul
45,admin.,married,secondary,0,no,no,19,aug
30,management,married,tertiary,14,no,no,24,jul
38,admin.,married,secondary,215,yes,yes,6,jun
31,student,single,tertiary,307,no,no,20,nov
30,entrepreneur,single,secondary,265,yes,yes,3,jun
43,admin.,married,secondary,323,yes,yes,12,may
26,management,single,tertiary,800,yes,no,30,jan
32,technician,single,tertiary,392,yes,no,21,nov
33,services,single,secondary,406,yes,no,5,feb
40,blue-collar,married,primary,104,yes,no,26,may
47,housemaid,divorced,secondary,1453,no,no,12,jun
34,blue-collar,single,tertiary,1168,no,no,6,feb
39,blue-collar,married,primary,766,yes,no,3,jun
49,blue-collar,married,tertiary,1784,no,no,12,jun
41,blue-collar,divorced,secondary,3,yes,no,31,jul
45,technician,married,secondary,1412,yes,no,11,may
45,technician,married,secondary,-312,yes,no,16,jul
54,housemaid,married,primary,167,yes,no,22,jul
34,services,single,secondary,1239,yes,no,23,may
44,blue-collar,married,secondary,776,yes,no,29,may
56,admin.,single,secondary,-13,no,no,16,jun
60,admin.,divorced,secondary,4519,no,no,2,feb
56,retired,married,tertiary,5769,no,no,20,jun
60,retired,married,primary,414,no,no,8,may
57,entrepreneur,married,tertiary,958,no,no,6,jun
29,blue-collar,single,secondary,922,yes,no,18,may
39,management,married,secondary,1585,yes,no,30,jan
33,blue-collar,single,primary,910,yes,no,20,apr
61,retired,married,primary,3738,no,no,6,feb
58,management,single,tertiary,1387,yes,no,3,feb
27,blue-collar,single,secondary,-3,yes,no,19,may
37,services,married,secondary,144,yes,no,20,apr
34,technician,single,secondary,103,yes,yes,24,jul
35,admin.,married,secondary,0,yes,no,20,apr
35,management,married,tertiary,-547,yes,no,14,aug
49,management,divorced,tertiary,9326,yes,no,3,jun
34,services,divorced,secondary,1281,no,no,5,feb
34,blue-collar,married,primary,267,yes,no,7,may
48,management,married,tertiary,0,no,yes,9,feb
55,admin.,married,secondary,512,no,no,18,aug
47,admin.,single,secondary,3531,yes,no,7,jul
52,management,married,tertiary,4358,no,no,31,jul
30,management,single,tertiary,222,yes,no,12,aug
54,retired,divorced,primary,22,no,no,20,jun
40,management,divorced,tertiary,37,yes,no,16,may
43,technician,married,tertiary,591,yes,no,8,aug
53,management,married,tertiary,12,no,no,27,aug
25,admin.,single,secondary,131,yes,yes,9,may
51,admin.,divorced,secondary,228,yes,no,6,may
45,blue-collar,married,primary,1794,yes,no,14,may
42,management,married,secondary,-34,no,no,5,feb
35,technician,married,tertiary,416,no,no,11,aug
37,management,divorced,tertiary,1170,yes,yes,18,may
43,blue-collar,married,primary,0,yes,no,12,may
42,services,divorced,secondary,466,no,no,28,jan
58,technician,married,secondary,1463,yes,no,12,aug
43,technician,divorced,secondary,6835,no,no,19,nov
29,technician,single,secondary,-397,yes,no,28,may
39,blue-collar,married,secondary,5222,yes,no,28,may
59,retired,married,primary,0,yes,no,28,jul
36,services,married,secondary,526,yes,no,17,apr
44,management,divorced,tertiary,2422,yes,no,16,apr
34,admin.,married,secondary,430,yes,no,21,jul
49,management,married,tertiary,20,yes,no,4,feb
26,technician,single,secondary,-211,yes,no,23,may
51,housemaid,married,primary,1337,no,no,30,jul
37,entrepreneur,married,tertiary,4798,yes,no,20,may
33,admin.,married,secondary,1077,yes,no,18,may
36,services,single,secondary,9713,yes,no,27,may
34,technician,married,tertiary,5547,yes,no,19,aug
45,blue-collar,married,primary,2433,no,no,6,aug
38,services,married,secondary,105,no,no,30,jul
40,technician,divorced,secondary,275,no,no,13,aug
54,management,married,primary,366,yes,no,15,may
34,services,married,secondary,-315,yes,no,8,may
51,management,single,tertiary,-55,yes,no,11,may
46,technician,married,secondary,0,no,no,28,aug
52,services,married,secondary,2993,no,no,11,mar
38,services,single,primary,3715,yes,no,13,may
26,management,single,tertiary,-8,no,no,13,aug
39,admin.,married,secondary,1577,yes,no,4,jun
54,management,married,tertiary,588,no,no,13,aug
44,self-employed,married,primary,0,no,no,20,nov
52,management,divorced,secondary,944,no,yes,9,jun
43,unemployed,married,primary,9,yes,yes,6,may
45,technician,married,secondary,144,yes,yes,14,jul
38,services,single,tertiary,1222,yes,no,5,jun
59,technician,married,secondary,0,no,no,29,aug
40,blue-collar,married,secondary,668,yes,no,17,apr
34,blue-collar,married,unknown,568,yes,no,25,jul
41,technician,married,secondary,0,no,no,29,aug
36,management,married,tertiary,-861,yes,yes,28,jul
40,admin.,single,secondary,877,yes,no,21,nov
39,student,single,tertiary,1107,yes,no,20,apr
34,management,single,tertiary,757,no,no,18,aug
31,management,single,tertiary,30,no,no,8,aug
32,technician,single,secondary,287,yes,no,21,may
53,blue-collar,married,secondary,3079,no,no,5,apr
28,management,single,tertiary,3238,yes,no,19,may
38,blue-collar,single,secondary,1012,yes,yes,17,nov
50,blue-collar,divorced,secondary,203,yes,no,19,nov
36,housemaid,married,secondary,2880,no,no,12,jun
23,student,single,secondary,486,no,no,3,mar
51,management,married,unknown,1708,no,no,29,jan
51,management,married,tertiary,10635,yes,no,5,may
